ECONOMICALLY_DISADVANTAGED,H_Female,AA_FEMALE,W_FEMALE,AA_MALE,W_MALE,H_MALE,AA,H,W,Expend_per_pupil,CHRONIC_ABSENT
0.6969012443091507,0.8018263927180556,0.3312866295955913,-0.3729125408481965,0.23542412879244137,-0.5503703127372377,1.0337306275510216,0.28561862839787183,0.9317888382787514,-0.4711106251318746,-0.5591589360731152,-0.3599520430755963
-1.1426736224610075,-0.522320287560066,-0.5823664327654494,0.7197817501785502,-0.508044284298079,0.5365835615325789,-0.4981372256715027,-0.5486341754903714,-0.5144179729970798,0.6371104401781569,-0.8715988247745802,-1.1913407362061168
-0.149304805484942,-0.7557855539012562,-0.5894085196077462,0.7117040080751988,-0.5839341960967551,0.7383870088008083,-0.7201619439871972,-0.589734582965134,-0.7440176647372528,0.7375690225613514,0.09206137227026677,0.47143665005492447
-0.1499036171262796,-0.5976242726053819,-0.5650790138102824,0.8634515606807607,-0.6180582549258192,0.5267240928270372,-0.4647737776389115,-0.5941655891369582,-0.533028936141632,0.7037175754052278,-0.301450049858613,-0.8230039208072346
0.3688510064327557,-0.23137801511586753,1.766711402757353,-1.523158924691657,2.0021998550974,-1.60171999815574,-0.0028715545823747362,1.8921673153071457,-0.11284459950960704,-1.5896233141694818,1.2400136414947098,0.061004362482729745
-0.19474220446958931,-0.7245362193707192,-0.7365014287639879,0.7312483764661057,-0.7173200954900015,0.9878868374761259,-0.812823052272262,-0.7308104697281901,-0.7779231004322228,0.8765114837549927,-0.08653427671931509,0.5345802003418871
-0.3316875147749392,-0.6258271490826975,-0.6013995543601073,0.6821766675750803,-0.6475649686952363,0.7880140933673194,-0.8174793693046227,-0.6273057763848247,-0.7328884064858358,0.7485266694603111,0.23724057768624468,-0.4125715806155027
-0.7896487502624765,-0.23842899699813025,-0.5931642003582023,0.5845217553388236,-0.6121082034547031,0.6859441740841122,-0.3266513049917743,-0.6055762322704907,-0.2872489486504463,0.6469324623752676,-0.6463754679290477,-1.0440060310943788
-0.19865965400296434,0.7933743572351281,-0.5807978250317306,0.3769281597328374,-0.6039440838711769,0.34954003789546556,0.6621184110702181,-0.5952228604957424,0.7314465475329663,0.369128343186604,-0.6949180614805408,-1.328151533809873
0.13557297545418778,-0.7156517186479133,-0.7005592015386845,0.7175380799185955,-0.7552742410715595,0.9583507258434283,-0.4247539746132816,-0.731200308269108,-0.5686806567787354,0.8543747243621538,-0.9760734448387044,-0.6861931758230156
1.1216369333734313,3.3910986539548427,0.19293045511233411,-1.2506580054065577,0.5865230965790367,-1.3063679079940276,3.4841329811833925,0.38842192047352564,3.471858175829594,-1.3006770495025086,0.10695117615475161,1.081823075039688
-0.6263651780392558,0.224759887818371,-0.2249840954760486,0.07572710609802946,-0.10589724991167428,-0.11832160621429727,0.18562487321190257,-0.1672927589395942,0.20618566485692,-0.02346612977729949,1.3885595728942866,-0.012663095312214259
0.5714783484522022,1.9328232356700852,0.9693436497323418,-1.0398585107107283,0.8887743798193494,-1.465801649664605,2.0529347483052107,0.9345144807335747,2.014286082734942,-1.2780095370456586,4.30002509992044,-0.5608699599377462
0.7133645885223248,-0.873179850499184,0.9644336127875051,-0.6265745284541574,0.9719121289908923,-0.5084641266021471,-0.9219246927030168,0.9730892217499603,-0.9070677864557212,-0.5760266424031066,-0.5658248605850551,-0.6651453081875155
0.06590809841175281,-0.3698514648591977,0.6637717495408222,-1.2157117700704045,1.0643131711191585,0.03793331768404051,-0.6275928070254925,0.8651185457693875,-0.5094322990598764,-0.5871763856271048,0.9529640759704168,-1.3071037503656333
-0.6253818353170244,-0.6412416448537508,-0.6680229899100973,0.771272722155602,-0.6661193749785852,0.9241743407572657,-0.9082314163230816,-0.6705178755152962,-0.7882379078852837,0.8635001766319466,-0.15579815225582624,-0.25471296799578347
-0.30390784515643915,-0.42919722903491087,-0.7457415901783304,0.956253612576507,-0.680156061080372,0.7047894038637759,-0.6636344177433647,-0.7171668780581878,-0.5570228230059088,0.8422386791462855,-0.3609658548896031,-0.7388126502194771
2.8792314762505886,-0.4429797152505819,2.9108611137943328,-2.3721544881701617,2.983483017199062,-2.430049374842949,-0.44317497513506876,2.9617185321491166,-0.447213540294367,-2.4422915653193455,1.32154339693995,1.4291122332812203
-0.4538990610587231,0.731648855745832,1.6401500900412578,-0.8765896397792459,0.3301441994282834,-1.002325861068289,-0.02522294107407819,1.001227729105409,0.33871199979228084,-0.9565342835013659,1.2446440955695741,-0.15999780042395192
-1.790346823321659,-0.20636519740627166,-0.20132807689929136,0.14018086277073072,-0.26495667692131575,-0.07595190860099614,-0.5508389256488696,-0.233806441112168,-0.3902312700366034,0.030644046606434706,-0.35894485462151104,-1.3071037503656333
-0.29630132373367685,-0.09628582030693594,-0.6610668154311181,0.812637800114297,-0.5741718693477509,0.40769874424163566,-0.22131864403720958,-0.6215262856422356,-0.16322264083267007,0.6167246943341741,-0.43824138065356105,-0.3704759505835776
-0.07811063778174236,-0.669053025911751,0.6213684363929002,-0.2588651483963325,0.6993580152161248,-0.5065263930603765,-0.5408676812356126,0.6631037071311787,-0.6075877546985682,-0.39148265652122405,0.42325459997493153,-0.3704759505835776
0.6027089097513555,-0.7425742015799303,1.582638385929034,-1.242252355759295,1.6316616534442143,-1.064761106945328,-0.878252778595192,1.6150032802065246,-0.821160327905811,-1.171381316794676,0.14925230348450136,0.03995644222769215
-1.4454734312263997,1.3791689812250238,-0.23608679545899774,-0.21649682220917782,-0.25654759547835954,-0.3659933239532326,1.4222525516037732,-0.24741195597687127,1.4147850294042867,-0.29756893090437414,-0.4897117717294744,-0.8440517884427348
0.24748787417918763,1.3176262121798894,-0.5194455131095507,0.13617573675453176,-0.5721778557780993,0.20019760306404363,1.2011555390735336,-0.5481753910952155,1.2683961259933518,0.17163064634498088,-0.6364151682784284,0.2714824074032804
3.7020322432230315,-0.9603461756589503,2.9296184449558638,-2.400128231375626,3.266281048767634,-2.455967140589573,-0.7402426872207802,3.111051690309822,-0.8530484609433433,-2.4696743459055486,1.5431636817084782,2.6919811342389743
-0.06629077337701711,-0.37461961722656917,-0.7186935215832183,0.7342918607342136,-0.7526274245694476,0.78887370095451,-0.3567063583431582,-0.7391586058135826,-0.3686515658729083,0.7749848495003349,-0.5502404885893403,-0.2652367702646897
1.7090243730535202,-0.8805033753627788,0.1656111590143656,-0.17082004632438816,0.7034860127001927,-0.11585399391779272,-0.37656932735227205,0.43226117200705233,-0.6225494740672799,-0.14525146012166817,1.8144311162609417,1.639590593918996
-0.6633909038381945,0.8437796094008305,0.7353610908408913,-1.1827210987841423,0.8830786556089711,-1.0061499725501453,1.189845666081231,0.8121396632438252,1.0344304643605164,-1.1113186335643024,-0.590829312589322,-0.5388584707112778
-1.077795095477476,0.4695227848494157,-0.09109174344184492,-0.05098417793212788,-0.03368087400240572,-0.23699658114532557,0.22008589869619244,-0.06318984599373886,0.3421551318903821,-0.1481615367744647,-0.8350761182590883,-0.9071952334906224
-1.0147668408045947,-0.09407152933666456,-0.08432265675208105,0.02330092360082582,0.02272352658419732,-0.1608438260112493,-0.15361647730420755,-0.03185797043889767,-0.1263987671288703,-0.07165176437767425,-0.6958393289058523,-0.39152376559953983
-1.9540518699103075,-0.42872255785574104,-0.5208576254889045,0.2173678535698612,-0.517547777095134,-0.09947178721062928,-0.35932387733901494,-0.5219007429342774,-0.3960657900078701,0.05699341075261942,-0.8151458721785265,-0.7072409908389782
