,DISTRICT_ID,SCHOOL_ID,grad_rate,TOTAL,ECONOMICALLY_DISADVANTAGED,FEMALE,HISPANIC_FEMALE,ASIAN_FEMALE,AFRICAN_AMERICAN_FEMALE,WHITE_FEMALE,MALE,AFRICAN_AMERICAN_MALE,WHITE_MALE,ASIAN_MALE,HISPANIC_MALE,AFRICAN_AMERICAN,ASIAN,HISPANIC,WHITE,Expend_per_pupil
17,70,3,0.91,1313,0.3571972581873572,0.48134044173648133,0.009900990099009901,0.00456968773800457,0.0007616146230007616,0.4645849200304646,0.5186595582635186,0.005331302361005331,0.5026656511805027,0.002284843869002285,0.007616146230007616,0.006092916984006093,0.006854531607006854,0.017517136329017517,0.9672505712109672,8042.9
18,70,75,0.92,304,0.5032894736842105,0.4868421052631579,0.003289473684210526,0.0,0.0,0.48355263157894735,0.5131578947368421,0.006578947368421052,0.506578947368421,0.0,0.0,0.006578947368421052,0.0,0.003289473684210526,0.9901315789473685,10737.14
19,80,16,0.91,572,0.2465034965034965,0.5017482517482518,0.02097902097902098,0.0017482517482517483,0.0034965034965034965,0.4755244755244755,0.4982517482517482,0.013986013986013986,0.46678321678321677,0.0017482517482517483,0.013986013986013986,0.017482517482517484,0.0034965034965034965,0.03496503496503497,0.9423076923076923,8919.14
20,92,10,0.98,334,0.4431137724550898,0.47604790419161674,0.038922155688622756,0.0,0.05688622754491018,0.3772455089820359,0.5239520958083832,0.059880239520958084,0.4431137724550898,0.0,0.017964071856287425,0.11676646706586827,0.0,0.05688622754491018,0.8203592814371258,10906.69
21,94,10,0.97,381,0.2572178477690289,0.49081364829396323,0.023622047244094488,0.005249343832020997,0.07874015748031496,0.38320209973753283,0.5091863517060368,0.08923884514435695,0.3937007874015748,0.0026246719160104987,0.02099737532808399,0.1679790026246719,0.007874015748031496,0.04461942257217848,0.7769028871391076,8808.59
22,97,5,0.92,443,0.38148984198645597,0.48081264108352145,0.01805869074492099,0.0,0.056433408577878104,0.39503386004514673,0.5191873589164786,0.04740406320541761,0.45598194130925507,0.004514672686230248,0.011286681715575621,0.1038374717832957,0.004514672686230248,0.029345372460496615,0.8510158013544018,9223.94
23,100,15,0.84,303,0.39603960396039606,0.45874587458745875,0.009900990099009901,0.0,0.0033003300330033004,0.43564356435643564,0.5412541254125413,0.0,0.528052805280528,0.0,0.006600660066006601,0.0033003300330033004,0.0,0.0165016501650165,0.9636963696369637,10695.97
24,100,30,0.9,414,0.4323671497584541,0.4420289855072464,0.0,0.0,0.0024154589371980675,0.43719806763285024,0.5579710144927537,0.0024154589371980675,0.5289855072463768,0.0,0.012077294685990338,0.004830917874396135,0.0,0.012077294685990338,0.966183574879227,9237.95
25,100,40,0.87,509,0.42829076620825146,0.4715127701375246,0.003929273084479371,0.0,0.0019646365422396855,0.46168958742632615,0.5284872298624754,0.009823182711198428,0.5049115913555993,0.0,0.011787819253438114,0.011787819253438114,0.0,0.015717092337917484,0.9666011787819253,8797.47
26,100,90,0.92,332,0.42771084337349397,0.5030120481927711,0.009036144578313253,0.0030120481927710845,0.006024096385542169,0.4759036144578313,0.49698795180722893,0.0,0.4759036144578313,0.0,0.012048192771084338,0.006024096385542169,0.0030120481927710845,0.02108433734939759,0.9518072289156626,10134.9
27,101,15,0.89,841,0.24019024970273484,0.4875148632580262,0.005945303210463734,0.0023781212841854932,0.03210463733650416,0.4447086801426873,0.5124851367419738,0.023781212841854936,0.46730083234244946,0.0047562425683709865,0.009512485136741973,0.0558858501783591,0.007134363852556481,0.015457788347205707,0.9120095124851367,9876.13
28,110,10,0.91,625,0.2688,0.4752,0.0432,0.0016,0.024,0.4048,0.5248,0.0192,0.4576,0.0064,0.0384,0.0432,0.008,0.0816,0.8624,7742.69
29,110,19,0.94,536,0.166044776119403,0.5149253731343284,0.026119402985074626,0.005597014925373134,0.011194029850746268,0.4701492537313433,0.48507462686567165,0.009328358208955223,0.44216417910447764,0.005597014925373134,0.024253731343283583,0.020522388059701493,0.011194029850746268,0.05037313432835821,0.9123134328358209,8106.16
30,110,33,0.92,709,0.19605077574047955,0.49647390691114246,0.015514809590973202,0.0028208744710860366,0.00846262341325811,0.4682651622002821,0.5035260930888575,0.014104372355430184,0.45698166431593795,0.0,0.02679830747531735,0.022566995768688293,0.0028208744710860366,0.04231311706629055,0.92524682651622,7439.4
31,120,8,0.96,862,0.24361948955916474,0.5011600928074246,0.015081206496519721,0.00580046403712297,0.06264501160092807,0.4176334106728538,0.4988399071925754,0.060324825986078884,0.4245939675174014,0.002320185614849188,0.010440835266821345,0.12296983758700696,0.008120649651972157,0.025522041763341066,0.8422273781902552,8587.71
32,130,93,0.95,533,0.2795497185741088,0.5065666041275797,0.00375234521575985,0.0,0.0150093808630394,0.4878048780487805,0.49343339587242024,0.0075046904315197,0.47654784240150094,0.00375234521575985,0.00375234521575985,0.0225140712945591,0.00375234521575985,0.0075046904315197,0.9643527204502814,9503.55
33,130,110,0.91,742,0.36792452830188677,0.4609164420485175,0.012129380053908356,0.0013477088948787063,0.009433962264150943,0.4366576819407008,0.5390835579514824,0.009433962264150943,0.5080862533692723,0.004043126684636119,0.008086253369272238,0.018867924528301886,0.005390835579514825,0.02021563342318059,0.944743935309973,9259.17
34,140,12,0.98,317,0.3312302839116719,0.5236593059936908,0.015772870662460567,0.0,0.00946372239747634,0.4921135646687697,0.47634069400630913,0.00946372239747634,0.4637223974763407,0.0,0.0031545741324921135,0.01892744479495268,0.0,0.01892744479495268,0.9558359621451105,9043.88
35,150,15,0.93,1210,0.4132231404958678,0.46198347107438015,0.012396694214876033,0.0049586776859504135,0.019008264462809916,0.4223140495867769,0.5380165289256198,0.019008264462809916,0.503305785123967,0.004132231404958678,0.00909090909090909,0.03801652892561983,0.00909090909090909,0.021487603305785124,0.9256198347107438,9129.15
36,150,27,0.92,368,0.358695652173913,0.5217391304347826,0.01358695652173913,0.002717391304347826,0.008152173913043478,0.4945652173913043,0.4782608695652174,0.01358695652173913,0.4429347826086957,0.0,0.016304347826086956,0.021739130434782608,0.002717391304347826,0.029891304347826088,0.9375,11171.83
37,160,5,0.92,1252,0.2476038338658147,0.5087859424920128,0.03274760383386582,0.005591054313099041,0.01437699680511182,0.45527156549520764,0.49121405750798725,0.027156549520766772,0.4233226837060703,0.007987220447284345,0.031150159744408944,0.04153354632587859,0.013578274760383386,0.06389776357827476,0.8785942492012779,8758.93
38,162,35,0.91,1035,0.20483091787439614,0.47053140096618357,0.025120772946859903,0.014492753623188406,0.04251207729468599,0.3855072463768116,0.5294685990338164,0.05603864734299517,0.4260869565217391,0.012560386473429951,0.025120772946859903,0.09855072463768116,0.02705314009661836,0.050241545893719805,0.8115942028985508,10789.43
39,170,3,0.96,869,0.30609896432681244,0.48676639815880324,0.07940161104718067,0.004602991944764097,0.0805523590333717,0.3222094361334868,0.5132336018411968,0.07825086306098965,0.3394706559263521,0.004602991944764097,0.09090909090909091,0.15880322209436135,0.009205983889528193,0.17031070195627157,0.6616800920598389,7962.5
40,180,25,0.95,1004,0.28087649402390436,0.48306772908366535,0.022908366533864542,0.00597609561752988,0.0069721115537848604,0.4442231075697211,0.5169322709163346,0.0049800796812749,0.47908366533864544,0.00597609561752988,0.025896414342629483,0.01195219123505976,0.01195219123505976,0.04880478087649402,0.9233067729083665,8526.73
41,180,79,0.92,1008,0.24801587301587302,0.48313492063492064,0.020833333333333332,0.003968253968253968,0.002976190476190476,0.4513888888888889,0.5168650793650794,0.003968253968253968,0.4722222222222222,0.000992063492063492,0.03571428571428571,0.006944444444444444,0.00496031746031746,0.05654761904761905,0.9236111111111112,8097.27
42,180,85,0.78,79,0.34177215189873417,0.4050632911392405,0.02531645569620253,0.0,0.0,0.379746835443038,0.5949367088607594,0.0,0.5822784810126582,0.0,0.012658227848101266,0.0,0.0,0.0379746835443038,0.9620253164556962,26797.29
43,190,3,0.78,358,0.19553072625698323,0.6452513966480447,0.061452513966480445,0.0446927374301676,0.19832402234636873,0.33798882681564246,0.3547486033519553,0.09776536312849161,0.1871508379888268,0.0335195530726257,0.036312849162011177,0.29608938547486036,0.0782122905027933,0.09776536312849161,0.5251396648044693,20187.79
44,190,20,0.73,1934,0.3893485005170631,0.46018614270941055,0.17114788004136505,0.01861427094105481,0.17735263702171664,0.09307135470527404,0.5398138572905895,0.18665977249224405,0.13340227507755947,0.025853154084798345,0.19338159255429163,0.3640124095139607,0.04446742502585315,0.36452947259565666,0.2264736297828335,12154.7
45,190,77,0.84,1727,0.36479444122756227,0.4713375796178344,0.16328894035900404,0.03763752171395483,0.18645049218297627,0.08222350897510133,0.5286624203821656,0.20613781123335265,0.08743485813549508,0.055587724377533294,0.17834394904458598,0.3925883034163289,0.09322524609148813,0.34163288940359005,0.1696583671105964,11915.76
46,190,245,0.75,1162,0.463855421686747,0.4509466437177281,0.24096385542168675,0.027538726333907058,0.09896729776247848,0.08347676419965576,0.5490533562822719,0.11962134251290878,0.10413080895008606,0.027538726333907058,0.2977624784853701,0.21858864027538727,0.055077452667814115,0.5387263339070568,0.18760757314974183,13187.9
47,190,335,0.92,1211,0.28736581337737405,0.48307184145334436,0.022295623451692816,0.017341040462427744,0.2667217175887696,0.17423616845582163,0.5169281585466556,0.2551610239471511,0.20313790255986788,0.018992568125516102,0.038810900082576386,0.5218827415359207,0.03633360858794385,0.0611065235342692,0.37737407101568954,10100.17
48,190,340,0.83,1109,0.35888187556357076,0.4436429215509468,0.062218214607754736,0.033363390441839495,0.1532912533814247,0.19296663660955815,0.5563570784490532,0.1848512173128945,0.23985572587917042,0.032461677186654644,0.09918845807033363,0.3381424706943192,0.06582506762849413,0.16140667267808836,0.4328223624887286,13784.2
49,190,358,0.82,1325,0.5237735849056604,0.47924528301886793,0.1660377358490566,0.004528301886792453,0.23245283018867924,0.07245283018867925,0.5207547169811321,0.23018867924528302,0.08452830188679246,0.006792452830188679,0.19924528301886793,0.46264150943396226,0.011320754716981131,0.3652830188679245,0.1569811320754717,8729.15
50,190,395,0.88,1945,0.37840616966580976,0.43753213367609256,0.16915167095115682,0.043187660668380465,0.08946015424164525,0.13470437017994857,0.5624678663239074,0.106426735218509,0.17789203084832905,0.0596401028277635,0.21696658097686375,0.19588688946015423,0.10282776349614396,0.3861182519280206,0.3125964010282776,12238.21
51,190,437,0.96,129,0.2248062015503876,0.5968992248062015,0.06201550387596899,0.007751937984496124,0.31007751937984496,0.21705426356589147,0.40310077519379844,0.13953488372093023,0.21705426356589147,0.007751937984496124,0.03875968992248062,0.4496124031007752,0.015503875968992248,0.10077519379844961,0.43410852713178294,12247.94
52,190,443,0.2,98,0.47959183673469385,0.1836734693877551,0.01020408163265306,0.01020408163265306,0.11224489795918367,0.05102040816326531,0.8163265306122449,0.4897959183673469,0.2653061224489796,0.0,0.061224489795918366,0.6020408163265306,0.01020408163265306,0.07142857142857142,0.3163265306122449,38263.25
53,190,445,0.77,765,0.6496732026143791,0.48627450980392156,0.07973856209150326,0.00392156862745098,0.3660130718954248,0.036601307189542485,0.5137254901960784,0.36470588235294116,0.036601307189542485,0.01045751633986928,0.10196078431372549,0.730718954248366,0.01437908496732026,0.18169934640522875,0.07320261437908497,13665.26
54,190,470,0.8,2295,0.4074074074074074,0.5019607843137255,0.08714596949891068,0.012636165577342049,0.20871459694989106,0.19128540305010894,0.4980392156862745,0.19302832244008714,0.19782135076252724,0.012200435729847494,0.09193899782135076,0.4017429193899782,0.02483660130718954,0.17908496732026144,0.38910675381263615,12344.5
55,190,512,0.96,554,0.17689530685920576,0.7111913357400722,0.05956678700361011,0.01263537906137184,0.27978339350180503,0.3574007220216607,0.2888086642599278,0.08483754512635379,0.16606498194945848,0.010830324909747292,0.02527075812274368,0.36462093862815886,0.023465703971119134,0.08483754512635379,0.5234657039711191,12451.83
56,190,555,0.64,593,0.730185497470489,0.5008431703204047,0.011804384485666104,0.0,0.4806070826306914,0.006745362563237774,0.4991568296795953,0.46037099494097805,0.01517706576728499,0.0,0.023608768971332208,0.9409780775716695,0.0,0.03541315345699832,0.021922428330522766,14988.88
57,190,612,0.69,67,0.373134328358209,0.5223880597014925,0.1044776119402985,0.0,0.22388059701492538,0.19402985074626866,0.47761194029850745,0.208955223880597,0.14925373134328357,0.0,0.11940298507462686,0.43283582089552236,0.0,0.22388059701492538,0.34328358208955223,18582.45
58,190,614,0.67,69,0.4927536231884058,0.4782608695652174,0.043478260869565216,0.014492753623188406,0.30434782608695654,0.11594202898550725,0.5217391304347826,0.2898550724637681,0.14492753623188406,0.014492753623188406,0.07246376811594203,0.5942028985507246,0.028985507246376812,0.11594202898550725,0.2608695652173913,21491.84
59,190,620,0.86,1006,0.6640159045725647,0.4592445328031809,0.048707753479125246,0.014910536779324055,0.33697813121272363,0.05864811133200795,0.5407554671968191,0.37475149105367794,0.1172962226640159,0.010934393638170975,0.03479125248508946,0.7117296222664016,0.02584493041749503,0.08349900596421471,0.17594433399602386,13600.08
60,190,704,0.77,651,0.5898617511520737,0.511520737327189,0.016897081413210446,0.0030721966205837174,0.4470046082949309,0.043010752688172046,0.48847926267281105,0.3778801843317972,0.07987711213517665,0.0,0.029185867895545316,0.8248847926267281,0.0030721966205837174,0.04608294930875576,0.1228878648233487,14322.38
61,190,720,0.84,73,0.5068493150684932,0.6027397260273972,0.3287671232876712,0.0136986301369863,0.1506849315068493,0.1095890410958904,0.3972602739726027,0.0821917808219178,0.1232876712328767,0.0547945205479452,0.136986301369863,0.2328767123287671,0.0684931506849315,0.4657534246575342,0.2328767123287671,19917.23
62,190,8003,0.88,445,0.4898876404494382,0.5303370786516854,0.23370786516853934,0.011235955056179775,0.2247191011235955,0.060674157303370786,0.4696629213483146,0.2202247191011236,0.058426966292134834,0.0022471910112359553,0.18876404494382024,0.4449438202247191,0.01348314606741573,0.42247191011235957,0.11910112359550562,6247.74
63,190,8011,0.84,387,0.5012919896640827,0.4806201550387597,0.1421188630490956,0.00516795865633075,0.32299741602067183,0.0103359173126615,0.5193798449612403,0.35142118863049093,0.031007751937984496,0.0,0.13695090439276486,0.6744186046511628,0.00516795865633075,0.27906976744186046,0.041343669250646,5449.59
64,190,8065,0.9,356,0.29213483146067415,0.46629213483146065,0.19382022471910113,0.011235955056179775,0.18258426966292135,0.07584269662921349,0.5337078651685393,0.25,0.0898876404494382,0.0028089887640449437,0.18820224719101122,0.43258426966292135,0.014044943820224719,0.38202247191011235,0.16573033707865167,5449.59
65,190,8075,0.93,473,0.34460887949260044,0.4693446088794926,0.2642706131078224,0.008456659619450317,0.07188160676532769,0.12473572938689217,0.5306553911205074,0.0824524312896406,0.13107822410147993,0.012684989429175475,0.3044397463002114,0.1543340380549683,0.021141649048625793,0.5687103594080338,0.2558139534883721,5449.59
66,190,8100,0.91,666,0.4519519519519519,0.512012012012012,0.14564564564564564,0.0045045045045045045,0.3183183183183183,0.042042042042042045,0.487987987987988,0.2897897897897898,0.04054054054054054,0.003003003003003003,0.15165165165165165,0.6081081081081081,0.0075075075075075074,0.2972972972972973,0.08258258258258258,5449.59
67,200,3,0.93,512,0.3984375,0.46484375,0.015625,0.0,0.03125,0.416015625,0.53515625,0.0234375,0.478515625,0.005859375,0.0234375,0.0546875,0.005859375,0.0390625,0.89453125,8393.17
68,210,25,0.94,833,0.31212484993997597,0.4561824729891957,0.05042016806722689,0.006002400960384154,0.010804321728691477,0.38895558223289317,0.5438175270108043,0.014405762304921969,0.4561824729891957,0.0024009603841536613,0.07082833133253301,0.025210084033613446,0.008403361344537815,0.1212484993997599,0.8451380552220888,7933.01
69,220,17,0.93,955,0.2094240837696335,0.4513089005235602,0.016753926701570682,0.0010471204188481676,0.010471204188481676,0.42094240837696334,0.5486910994764398,0.012565445026178011,0.5204188481675392,0.0,0.011518324607329843,0.023036649214659685,0.0010471204188481676,0.028272251308900525,0.9413612565445026,8279.13
70,220,25,0.95,1501,0.23717521652231846,0.4776815456362425,0.03530979347101932,0.007994670219853431,0.051299133910726186,0.3817455029980013,0.5223184543637575,0.051299133910726186,0.4217188540972685,0.0073284477015323115,0.039973351099267154,0.10259826782145237,0.015323117921385743,0.07528314457028648,0.8034643570952699,7911.36
71,230,18,0.97,1157,0.3059636992221262,0.47968885047536736,0.014693171996542784,0.001728608470181504,0.03802938634399308,0.42178046672428693,0.5203111495246326,0.05185825410544512,0.44770959377700953,0.0,0.01901469317199654,0.0898876404494382,0.001728608470181504,0.033707865168539325,0.8694900605012964,9212.07
72,231,15,0.9,711,0.360056258790436,0.49507735583684953,0.026722925457102673,0.015471167369901548,0.17721518987341772,0.27566807313642755,0.5049226441631505,0.1940928270042194,0.270042194092827,0.012658227848101266,0.02812939521800281,0.37130801687763715,0.02812939521800281,0.05485232067510549,0.5457102672292545,10748.21
73,240,26,0.91,896,0.40513392857142855,0.48214285714285715,0.026785714285714284,0.0011160714285714285,0.3158482142857143,0.13616071428571427,0.5178571428571429,0.32254464285714285,0.16183035714285715,0.004464285714285714,0.027901785714285716,0.6383928571428571,0.005580357142857143,0.0546875,0.29799107142857145,8368.75
74,250,25,0.96,308,0.3409090909090909,0.4837662337662338,0.006493506493506494,0.0,0.0,0.474025974025974,0.5162337662337663,0.0,0.5064935064935064,0.0,0.00974025974025974,0.0,0.0,0.016233766233766232,0.9805194805194806,10603.43
75,260,50,0.88,1305,0.2835249042145594,0.47203065134099614,0.022988505747126436,0.0038314176245210726,0.0421455938697318,0.40153256704980844,0.5279693486590038,0.044444444444444446,0.4459770114942529,0.007662835249042145,0.02375478927203065,0.08659003831417625,0.011494252873563218,0.04674329501915709,0.8475095785440613,8837.56
76,260,65,0.99,810,0.2617283950617284,0.4876543209876543,0.06419753086419754,0.0024691358024691358,0.024691358024691357,0.39382716049382716,0.5123456790123457,0.02345679012345679,0.4148148148148148,0.0012345679012345679,0.0654320987654321,0.04814814814814815,0.003703703703703704,0.12962962962962962,0.808641975308642,8226.78
77,271,20,0.85,407,0.5700245700245701,0.4963144963144963,0.0171990171990172,0.0,0.41277641277641275,0.06633906633906633,0.5036855036855037,0.3759213759213759,0.10073710073710074,0.0,0.02457002457002457,0.7886977886977887,0.0,0.04176904176904177,0.16707616707616707,12247.81
78,272,10,0.98,621,0.3172302737520129,0.46859903381642515,0.01610305958132045,0.001610305958132045,0.12560386473429952,0.3252818035426731,0.5314009661835749,0.14009661835748793,0.357487922705314,0.008051529790660225,0.024154589371980676,0.26570048309178745,0.00966183574879227,0.040257648953301126,0.6827697262479872,9136.43
79,273,5,0.96,390,0.441025641025641,0.4717948717948718,0.017948717948717947,0.0,0.14358974358974358,0.31025641025641026,0.5282051282051282,0.1564102564102564,0.32051282051282054,0.0,0.05128205128205128,0.3,0.0,0.06923076923076923,0.6307692307692307,9838.16
80,275,33,0.9,518,0.26833976833976836,0.46332046332046334,0.015444015444015444,0.0,0.055984555984555984,0.38996138996138996,0.5366795366795367,0.06756756756756757,0.4575289575289575,0.0,0.011583011583011582,0.12355212355212356,0.0,0.02702702702702703,0.8474903474903475,9519.44
81,275,37,0.94,735,0.1251700680272109,0.49115646258503404,0.017687074829931974,0.005442176870748299,0.024489795918367346,0.4421768707482993,0.508843537414966,0.03537414965986395,0.4421768707482993,0.010884353741496598,0.02040816326530612,0.05986394557823129,0.0163265306122449,0.0380952380952381,0.8843537414965986,7860.48
82,280,45,0.93,754,0.3713527851458886,0.4854111405835544,0.010610079575596816,0.001326259946949602,0.1206896551724138,0.34880636604774534,0.5145888594164456,0.11803713527851459,0.3740053050397878,0.009283819628647215,0.011936339522546418,0.23872679045092837,0.010610079575596816,0.022546419098143235,0.7228116710875332,8506.44
83,280,84,0.93,643,0.26749611197511663,0.5101088646967341,0.02021772939346812,0.003110419906687403,0.017107309486780714,0.4681181959564541,0.48989113530326595,0.017107309486780714,0.4447900466562986,0.004665629860031105,0.013996889580093312,0.03421461897356143,0.007776049766718507,0.03421461897356143,0.9129082426127527,9088.86
84,290,8,0.96,922,0.279826464208243,0.4804772234273319,0.027114967462039046,0.0021691973969631237,0.0032537960954446853,0.44685466377440347,0.5195227765726681,0.006507592190889371,0.48698481561822127,0.0010845986984815619,0.02386117136659436,0.009761388286334056,0.0032537960954446853,0.0509761388286334,0.9338394793926247,7539.74
85,290,32,0.95,16,0.375,0.25,0.0,0.0,0.0,0.25,0.75,0.0,0.6875,0.0,0.0,0.0,0.0,0.0,0.9375,14740.08
86,300,28,0.93,596,0.28523489932885904,0.4748322147651007,0.025167785234899327,0.003355704697986577,0.003355704697986577,0.4412751677852349,0.5251677852348994,0.003355704697986577,0.4815436241610738,0.0016778523489932886,0.03523489932885906,0.006711409395973154,0.0050335570469798654,0.06040268456375839,0.9228187919463087,8184.35
87,300,70,0.94,392,0.24489795918367346,0.47959183673469385,0.007653061224489796,0.00510204081632653,0.007653061224489796,0.45408163265306123,0.5204081632653061,0.01020408163265306,0.4923469387755102,0.00510204081632653,0.01020408163265306,0.017857142857142856,0.01020408163265306,0.017857142857142856,0.9464285714285714,9168.59
88,300,95,0.88,645,0.31007751937984496,0.46511627906976744,0.010852713178294573,0.0,0.009302325581395349,0.4418604651162791,0.5348837209302325,0.004651162790697674,0.5038759689922481,0.0015503875968992248,0.023255813953488372,0.013953488372093023,0.0015503875968992248,0.034108527131782945,0.9457364341085271,7643.88
89,301,20,0.97,904,0.22566371681415928,0.49336283185840707,0.00663716814159292,0.01327433628318584,0.035398230088495575,0.42367256637168144,0.5066371681415929,0.06637168141592921,0.40376106194690264,0.008849557522123894,0.00995575221238938,0.10176991150442478,0.022123893805309734,0.016592920353982302,0.827433628318584,10739.13
90,310,25,0.91,681,0.07195301027900147,0.48164464023494863,0.010279001468428781,0.002936857562408223,0.0,0.4684287812041116,0.5183553597650514,0.0014684287812041115,0.5110132158590308,0.0,0.005873715124816446,0.0014684287812041115,0.002936857562408223,0.016152716593245228,0.9794419970631424,8569.0
91,320,42,0.94,1527,0.2888015717092338,0.48330058939096265,0.0962671905697446,0.005893909626719057,0.03929273084479371,0.3392272429600524,0.5166994106090373,0.034053700065487885,0.3470857891290111,0.005239030779305829,0.12770137524557956,0.0733464309102816,0.011132940406024885,0.22396856581532418,0.6863130320890635,8415.72
