grad_rate,ECONOMICALLY_DISADVANTAGED,H_Female,AA_FEMALE,W_FEMALE,AA_MALE,W_MALE,H_MALE,AA,H,W,Expend_per_pupil,CHRONIC_ABSENT
0.92,0.35869565217391297,0.01358695652173913,0.008152173913043478,0.4945652173913043,0.01358695652173913,0.4429347826086957,0.016304347826086956,0.021739130434782608,0.029891304347826088,0.9375,11171.83,0.316
0.92,0.2476038338658147,0.03274760383386582,0.014376996805111819,0.4552715654952077,0.02715654952076677,0.4233226837060703,0.031150159744408944,0.041533546325878586,0.06389776357827476,0.8785942492012779,8758.93,0.141
0.91,0.2048309178743961,0.025120772946859903,0.042512077294685986,0.3855072463768116,0.05603864734299517,0.4260869565217391,0.025120772946859903,0.09855072463768116,0.050241545893719805,0.8115942028985508,10789.43,0.204
0.96,0.30609896432681244,0.07940161104718067,0.0805523590333717,0.3222094361334868,0.07825086306098965,0.3394706559263521,0.09090909090909093,0.15880322209436135,0.17031070195627154,0.6616800920598389,7962.5,0.061
0.95,0.2808764940239044,0.022908366533864542,0.006972111553784861,0.4442231075697211,0.0049800796812749,0.4790836653386454,0.025896414342629483,0.011952191235059759,0.04880478087649402,0.9233067729083664,8526.73,0.15100001
0.92,0.24801587301587305,0.02083333333333333,0.002976190476190476,0.4513888888888889,0.003968253968253968,0.4722222222222222,0.03571428571428571,0.006944444444444444,0.05654761904761905,0.9236111111111112,8097.27,0.157
0.78,0.19553072625698326,0.06145251396648045,0.19832402234636876,0.3379888268156425,0.0977653631284916,0.1871508379888268,0.036312849162011177,0.2960893854748604,0.0977653631284916,0.5251396648044693,20187.79,0.19600001
0.73,0.3893485005170631,0.17114788004136505,0.17735263702171666,0.09307135470527404,0.18665977249224405,0.13340227507755947,0.19338159255429166,0.3640124095139607,0.3645294725956567,0.2264736297828335,12154.7,0.271
0.84,0.3647944412275623,0.16328894035900404,0.18645049218297627,0.08222350897510132,0.20613781123335265,0.08743485813549508,0.17834394904458598,0.3925883034163289,0.34163288940359005,0.1696583671105964,11915.76,0.24
0.92,0.28736581337737405,0.022295623451692816,0.2667217175887696,0.17423616845582166,0.2551610239471511,0.20313790255986788,0.03881090008257639,0.5218827415359207,0.0611065235342692,0.3773740710156896,10100.17,0.23600000000000002
0.83,0.3588818755635708,0.062218214607754736,0.1532912533814247,0.19296663660955812,0.1848512173128945,0.2398557258791704,0.09918845807033363,0.3381424706943192,0.16140667267808834,0.4328223624887286,13784.2,0.24700001
0.96,0.2248062015503876,0.062015503875968984,0.31007751937984496,0.21705426356589147,0.13953488372093026,0.21705426356589147,0.03875968992248062,0.4496124031007752,0.1007751937984496,0.4341085271317829,12247.94,0.161
0.77,0.6496732026143791,0.07973856209150326,0.3660130718954248,0.036601307189542485,0.3647058823529412,0.036601307189542485,0.10196078431372547,0.7307189542483659,0.18169934640522875,0.07320261437908497,13665.26,0.496
0.8,0.4074074074074074,0.08714596949891068,0.20871459694989106,0.19128540305010894,0.19302832244008716,0.19782135076252724,0.09193899782135076,0.4017429193899782,0.17908496732026144,0.38910675381263615,12344.5,0.222
0.64,0.730185497470489,0.011804384485666104,0.4806070826306914,0.0067453625632377745,0.4603709949409781,0.01517706576728499,0.023608768971332208,0.9409780775716696,0.03541315345699832,0.02192242833052277,14988.88,0.41700000000000004
0.69,0.373134328358209,0.1044776119402985,0.22388059701492535,0.19402985074626866,0.20895522388059698,0.14925373134328354,0.11940298507462685,0.4328358208955224,0.22388059701492535,0.34328358208955223,18582.45,0.12290843
0.86,0.6640159045725647,0.04870775347912525,0.33697813121272363,0.05864811133200795,0.3747514910536779,0.1172962226640159,0.03479125248508946,0.7117296222664016,0.08349900596421471,0.17594433399602386,13600.08,0.40399999999999997
0.77,0.5898617511520737,0.016897081413210446,0.4470046082949309,0.04301075268817205,0.3778801843317972,0.07987711213517665,0.02918586789554532,0.8248847926267281,0.04608294930875576,0.1228878648233487,14322.38,0.41900003
0.84,0.5012919896640827,0.1421188630490956,0.32299741602067183,0.0103359173126615,0.3514211886304909,0.031007751937984492,0.13695090439276486,0.6744186046511628,0.2790697674418605,0.041343669250646004,5449.59,0.147
0.91,0.4519519519519519,0.14564564564564564,0.3183183183183183,0.04204204204204205,0.2897897897897898,0.040540540540540536,0.15165165165165165,0.6081081081081081,0.2972972972972973,0.08258258258258258,5449.59,0.313
0.93,0.3984375,0.015625,0.03125,0.416015625,0.0234375,0.478515625,0.0234375,0.0546875,0.0390625,0.89453125,8393.17,0.213
0.94,0.312124849939976,0.050420168067226885,0.010804321728691477,0.3889555822328932,0.014405762304921969,0.4561824729891957,0.07082833133253301,0.025210084033613446,0.1212484993997599,0.8451380552220888,7933.01,0.204
0.93,0.2094240837696335,0.016753926701570682,0.010471204188481676,0.42094240837696334,0.012565445026178013,0.5204188481675392,0.011518324607329844,0.023036649214659685,0.028272251308900525,0.9413612565445026,8279.13,0.12290843
0.95,0.2371752165223185,0.03530979347101932,0.05129913391072618,0.3817455029980013,0.05129913391072618,0.4217188540972685,0.03997335109926715,0.10259826782145236,0.07528314457028648,0.8034643570952699,7911.36,0.081999995
0.97,0.3059636992221262,0.014693171996542784,0.03802938634399308,0.4217804667242869,0.05185825410544512,0.4477095937770095,0.01901469317199654,0.0898876404494382,0.033707865168539325,0.8694900605012964,9212.07,0.18600000000000003
0.9,0.360056258790436,0.026722925457102677,0.17721518987341772,0.27566807313642755,0.1940928270042194,0.270042194092827,0.028129395218002808,0.3713080168776372,0.05485232067510549,0.5457102672292545,10748.21,0.06
0.91,0.40513392857142855,0.026785714285714284,0.3158482142857143,0.13616071428571427,0.32254464285714285,0.16183035714285715,0.02790178571428572,0.6383928571428571,0.0546875,0.29799107142857145,8368.75,0.188
0.88,0.2835249042145594,0.02298850574712644,0.0421455938697318,0.4015325670498085,0.04444444444444445,0.4459770114942529,0.02375478927203065,0.08659003831417625,0.04674329501915709,0.8475095785440613,8837.56,0.138
0.99,0.2617283950617284,0.06419753086419754,0.02469135802469136,0.3938271604938272,0.02345679012345679,0.4148148148148148,0.0654320987654321,0.04814814814814815,0.12962962962962962,0.8086419753086421,8226.78,0.05
0.85,0.5700245700245701,0.0171990171990172,0.4127764127764128,0.06633906633906632,0.3759213759213759,0.10073710073710074,0.02457002457002457,0.7886977886977887,0.04176904176904177,0.16707616707616707,12247.81,0.17799999
0.98,0.3172302737520129,0.01610305958132045,0.12560386473429952,0.3252818035426731,0.14009661835748793,0.35748792270531393,0.024154589371980683,0.26570048309178745,0.040257648953301126,0.6827697262479872,9136.43,0.087
0.96,0.44102564102564096,0.017948717948717947,0.14358974358974358,0.31025641025641026,0.1564102564102564,0.3205128205128205,0.05128205128205128,0.3,0.06923076923076922,0.6307692307692307,9838.16,0.091000006
0.9,0.2683397683397684,0.015444015444015444,0.055984555984555984,0.38996138996139,0.06756756756756757,0.4575289575289575,0.01158301158301158,0.12355212355212356,0.027027027027027032,0.8474903474903475,9519.44,0.109
0.94,0.1251700680272109,0.017687074829931974,0.024489795918367342,0.4421768707482993,0.03537414965986395,0.4421768707482993,0.020408163265306117,0.059863945578231284,0.0380952380952381,0.8843537414965986,7860.48,0.063
0.93,0.3713527851458886,0.010610079575596816,0.1206896551724138,0.3488063660477453,0.1180371352785146,0.3740053050397878,0.011936339522546418,0.2387267904509284,0.022546419098143238,0.7228116710875332,8506.44,0.195
0.93,0.26749611197511663,0.02021772939346812,0.017107309486780714,0.4681181959564541,0.017107309486780714,0.4447900466562986,0.013996889580093312,0.03421461897356143,0.03421461897356143,0.9129082426127528,9088.86,0.133
0.96,0.279826464208243,0.027114967462039046,0.0032537960954446853,0.44685466377440347,0.006507592190889371,0.4869848156182213,0.02386117136659436,0.009761388286334056,0.0509761388286334,0.9338394793926248,7539.74,0.285
0.93,0.28523489932885904,0.025167785234899327,0.003355704697986577,0.4412751677852349,0.003355704697986577,0.4815436241610738,0.035234899328859065,0.006711409395973154,0.060402684563758385,0.9228187919463088,8184.35,0.13
0.94,0.24489795918367346,0.007653061224489796,0.007653061224489796,0.4540816326530612,0.010204081632653059,0.4923469387755102,0.010204081632653059,0.017857142857142856,0.017857142857142856,0.9464285714285714,9168.59,0.077
0.88,0.31007751937984496,0.010852713178294572,0.009302325581395349,0.4418604651162791,0.004651162790697674,0.5038759689922481,0.02325581395348837,0.013953488372093023,0.034108527131782945,0.9457364341085271,7643.88,0.111
0.97,0.2256637168141593,0.00663716814159292,0.035398230088495575,0.42367256637168144,0.06637168141592921,0.40376106194690253,0.00995575221238938,0.10176991150442477,0.016592920353982302,0.8274336283185841,10739.13,0.086
0.94,0.2888015717092338,0.0962671905697446,0.03929273084479371,0.3392272429600524,0.03405370006548788,0.3470857891290111,0.12770137524557956,0.0733464309102816,0.22396856581532415,0.6863130320890635,8415.72,0.124
0.95,0.28735632183908044,0.09003831417624521,0.040229885057471264,0.3454661558109834,0.032567049808429116,0.34610472541507026,0.11685823754789272,0.07279693486590039,0.20689655172413796,0.6915708812260536,8158.28,0.103999995
0.69,0.7094155844155844,0.012987012987012988,0.4512987012987013,0.017857142857142856,0.4707792207792208,0.022727272727272728,0.022727272727272728,0.9220779220779219,0.03571428571428571,0.040584415584415584,13330.2,0.512
0.83,0.3344671201814059,0.027210884353741496,0.2301587301587301,0.21541950113378688,0.24149659863945575,0.23129251700680276,0.03968253968253968,0.471655328798186,0.06689342403628118,0.4467120181405896,10324.48,0.19700001
0.94,0.11375507835171213,0.027278003482298318,0.0922809053975624,0.3284968078932095,0.10388856645385956,0.338943702843877,0.035403366221706326,0.19616947185142194,0.06268136970400465,0.6674405107370864,9269.99,0.165
0.89,0.4527186761229314,0.15602836879432624,0.12411347517730495,0.16430260047281325,0.17139479905437352,0.17257683215130026,0.17494089834515367,0.2955082742316785,0.3309692671394799,0.33687943262411346,9889.24,0.27899998
0.98,0.03404255319148936,0.02127659574468085,0.059574468085106386,0.3872340425531915,0.059574468085106386,0.3787234042553192,0.03404255319148936,0.11914893617021274,0.05531914893617021,0.7659574468085106,5304.33,0.12290843
0.86,0.3,0.02307692307692308,0.18461538461538465,0.16923076923076924,0.2307692307692308,0.3692307692307693,0.015384615384615384,0.4153846153846154,0.038461538461538464,0.5384615384615384,11643.22,0.051999997
0.86,0.3183807439824945,0.05908096280087528,0.11597374179431072,0.2647702407002188,0.13129102844638948,0.29978118161925604,0.060175054704595186,0.24726477024070026,0.11925601750547045,0.5645514223194749,10343.92,0.21
0.88,0.21008939974457214,0.07982120051085569,0.10025542784163474,0.2879948914431673,0.12132822477650065,0.29693486590038315,0.06385696040868455,0.22158365261813534,0.14367816091954022,0.5849297573435505,8985.88,0.18100001
0.86,0.38386308068459657,0.07946210268948656,0.12224938875305626,0.2359413202933985,0.1430317848410758,0.28484107579462103,0.10268948655256724,0.265281173594132,0.1821515892420538,0.5207823960880196,10241.93,0.215
0.93,0.2328519855595668,0.01444043321299639,0.018050541516245487,0.44945848375451264,0.01263537906137184,0.4855595667870036,0.010830324909747292,0.030685920577617324,0.02527075812274368,0.9350180505415162,9995.5,0.16
0.9,0.2733118971061093,0.02572347266881029,0.01607717041800643,0.3472668810289389,0.022508038585209004,0.5466237942122186,0.02572347266881029,0.03858520900321544,0.05144694533762058,0.8938906752411575,12952.65,0.24100000000000002
0.96,0.04420731707317073,0.018292682926829267,0.008384146341463415,0.42835365853658536,0.009908536585365856,0.4679878048780488,0.020579268292682928,0.018292682926829267,0.0388719512195122,0.8963414634146342,9580.38,0.051999997
0.91,0.1915966386554622,0.02100840336134454,0.011764705882352941,0.4571428571428571,0.012605042016806723,0.4621848739495799,0.019327731092436976,0.024369747899159664,0.04033613445378152,0.9193277310924368,9490.2,0.20600000000000002
0.9,0.5249042145593871,0.057471264367816084,0.42911877394636017,0.011494252873563218,0.4157088122605364,0.013409961685823757,0.06130268199233716,0.8448275862068966,0.11877394636015325,0.024904214559386968,11033.49,0.258
0.97,0.1618705035971223,0.02877697841726619,0.10071942446043164,0.1618705035971223,0.14028776978417265,0.4676258992805755,0.04676258992805756,0.2410071942446043,0.07553956834532374,0.6294964028776978,9109.96,0.051
0.91,0.1862745098039216,0.00980392156862745,0.03594771241830065,0.4411764705882353,0.026143790849673203,0.4509803921568628,0.00980392156862745,0.062091503267973865,0.0196078431372549,0.8921568627450981,9811.26,0.15100001
0.84,0.3776520509193777,0.0099009900990099,0.3026874115983027,0.16548797736916548,0.3012729844413013,0.2079207920792079,0.005657708628005658,0.6039603960396039,0.01555869872701556,0.3734087694483734,9976.94,0.18
0.78,0.2791666666666667,0.0125,0.17916666666666667,0.30416666666666664,0.18541666666666667,0.28958333333333336,0.01875,0.3645833333333333,0.03125,0.59375,10545.01,0.141
0.96,0.3527777777777778,0.007407407407407408,0.027777777777777776,0.4583333333333333,0.024074074074074074,0.4583333333333333,0.012962962962962964,0.05185185185185185,0.02037037037037037,0.9166666666666666,8279.96,0.183
0.95,0.3786316776007498,0.014058106841611996,0.014995313964386131,0.4442361761949391,0.010309278350515464,0.4882849109653234,0.016869728209934397,0.02530459231490159,0.030927835051546393,0.9325210871602624,8659.45,0.29600000000000004
0.96,0.29699248120300753,0.013157894736842105,0.013157894736842105,0.4736842105263158,0.010338345864661655,0.4727443609022556,0.010338345864661655,0.023496240601503758,0.023496240601503758,0.9464285714285714,8392.28,0.177
0.92,0.34382284382284384,0.02797202797202797,0.32634032634032634,0.1258741258741259,0.3473193473193473,0.12937062937062938,0.03962703962703962,0.6736596736596736,0.0675990675990676,0.2552447552447553,12238.34,0.18200001
0.91,0.32045454545454544,0.014772727272727272,0.08181818181818183,0.3863636363636364,0.07954545454545454,0.4113636363636364,0.01590909090909091,0.16136363636363638,0.03068181818181818,0.7977272727272727,8732.43,0.133
0.95,0.25553319919517103,0.014084507042253518,0.006036217303822936,0.4909456740442656,0.002012072434607646,0.4708249496981891,0.014084507042253518,0.008048289738430584,0.028169014084507043,0.9617706237424548,8730.64,0.10099999999999999
0.95,0.29393627954779034,0.01027749229188078,0.0472764645426516,0.4069886947584789,0.08016443987667009,0.43473792394655697,0.01027749229188078,0.12744090441932168,0.02055498458376156,0.8417266187050358,9008.38,0.10300000000000001
0.94,0.2352941176470588,0.013725490196078431,0.00980392156862745,0.4392156862745098,0.015686274509803918,0.4843137254901961,0.02549019607843137,0.02549019607843137,0.0392156862745098,0.923529411764706,9561.99,0.153
0.95,0.2424849699398797,0.014028056112224449,0.02204408817635271,0.43687374749499003,0.018036072144288574,0.4789579158316633,0.008016032064128256,0.04008016032064128,0.02204408817635271,0.9158316633266532,10159.36,0.13699999999999998
0.92,0.2688679245283019,0.009433962264150943,0.02358490566037736,0.4410377358490566,0.025943396226415096,0.4716981132075472,0.01179245283018868,0.049528301886792456,0.021226415094339618,0.9127358490566038,9858.37,0.221
0.98,0.2432432432432433,0.01689189189189189,0.010135135135135136,0.4459459459459459,0.010135135135135136,0.4898648648648649,0.006756756756756757,0.020270270270270268,0.02364864864864865,0.9358108108108107,10638.95,0.141
0.96,0.2585278276481149,0.007181328545780971,0.03770197486535009,0.4649910233393178,0.03949730700179533,0.414721723518851,0.017953321364452424,0.07719928186714542,0.025134649910233398,0.8797127468581688,9127.89,0.159
0.96,0.3828828828828829,0.006756756756756757,0.0045045045045045045,0.44819819819819817,0.002252252252252252,0.5157657657657657,0.020270270270270268,0.006756756756756757,0.027027027027027032,0.9639639639639641,9836.25,0.141
0.96,0.30422264875239924,0.03550863723608445,0.018714011516314782,0.43857965451055664,0.016314779270633396,0.4366602687140115,0.038387715930902115,0.035028790786948184,0.07389635316698656,0.8752399232245681,8017.95,0.233
0.96,0.3704974271012007,0.0137221269296741,0.003430531732418525,0.444253859348199,0.0017152658662092624,0.5180102915951973,0.015437392795883362,0.0051457975986277885,0.029159519725557463,0.9622641509433962,11212.57,0.078
0.81,0.635036496350365,0.024817518248175185,0.4116788321167883,0.05985401459854015,0.3897810218978102,0.07445255474452554,0.030656934306569343,0.8014598540145985,0.05547445255474453,0.1343065693430657,12092.04,0.415
0.97,0.1208313194780087,0.035282745287578535,0.0541324311261479,0.3639439342677622,0.059449009183180274,0.4108264862252296,0.02851619139681005,0.11358144030932818,0.06379893668438859,0.7747704204929918,7913.92,0.17
0.94,0.2671156004489338,0.01346801346801347,0.04264870931537598,0.4208754208754209,0.0505050505050505,0.4399551066217733,0.019079685746352413,0.0931537598204265,0.03254769921436588,0.8608305274971941,9125.61,0.23200001
0.88,0.3139130434782609,0.05565217391304348,0.10782608695652174,0.3069565217391305,0.12782608695652173,0.2991304347826087,0.07652173913043478,0.2356521739130435,0.13217391304347825,0.6060869565217392,9222.63,0.252
0.82,0.3827272727272728,0.029090909090909087,0.08545454545454545,0.3381818181818182,0.1,0.4027272727272727,0.028181818181818183,0.18545454545454546,0.057272727272727274,0.740909090909091,10114.28,0.32299998
0.97,0.04151898734177215,0.02734177215189873,0.01974683544303797,0.3913924050632912,0.019240506329113925,0.4025316455696201,0.030379746835443037,0.0389873417721519,0.05772151898734178,0.7939240506329114,7782.26,0.064
0.86,0.5044510385756676,0.10682492581602374,0.19782393669634027,0.17705242334322452,0.20573689416419386,0.198813056379822,0.10979228486646883,0.4035608308605341,0.2166172106824926,0.3758654797230465,10529.28,0.354
0.94,0.19420289855072465,0.01352657004830918,0.025120772946859903,0.4289855072463768,0.024154589371980683,0.4724637681159421,0.022222222222222227,0.04927536231884058,0.035748792270531404,0.9014492753623188,8993.19,0.233
0.93,0.1588785046728972,0.03115264797507788,0.010903426791277258,0.43302180685358255,0.010124610591900313,0.4657320872274143,0.03115264797507788,0.02102803738317757,0.06230529595015576,0.8987538940809969,8266.13,0.191
0.94,0.1051108968177435,0.045323047251687565,0.05641272902603665,0.3746383799421408,0.04628736740597879,0.3924783027965285,0.04580520732883317,0.10270009643201544,0.09112825458052072,0.7671166827386693,7517.99,0.122
0.92,0.16182572614107885,0.04860699466508595,0.05038529934795495,0.3609958506224066,0.06757557794902193,0.3953764078245406,0.059869590989922936,0.11796087729697688,0.1084765856550089,0.7563722584469472,8872.73,0.213
0.95,0.23153084539223154,0.035034272658035034,0.04722010662604722,0.3945163747143945,0.0555978674790556,0.4021325209444021,0.05178979436405179,0.10281797410510282,0.08682406702208682,0.7966488956587966,8557.66,0.21899999999999997
0.9,0.23878536922015184,0.04692891649413389,0.12629399585921325,0.2946859903381642,0.11870255348516218,0.3243616287094548,0.05244996549344375,0.24499654934437545,0.09937888198757763,0.6190476190476191,8284.22,0.233
0.72,0.32857142857142857,0.014285714285714284,0.14285714285714285,0.24285714285714285,0.057142857142857134,0.4571428571428571,0.042857142857142864,0.2,0.057142857142857134,0.7,18237.58,0.6
0.94,0.5376884422110553,0.005025125628140704,0.12060301507537688,0.3165829145728643,0.18592964824120606,0.3467336683417085,0.02512562814070352,0.3065326633165829,0.03015075376884422,0.6633165829145728,13429.24,0.33200002
0.99,0.2860576923076923,0.019230769230769232,0.125,0.35336538461538464,0.1033653846153846,0.3629807692307692,0.021634615384615384,0.2283653846153846,0.040865384615384616,0.7163461538461539,10010.05,0.124
0.97,0.4355444305381727,0.0050062578222778474,0.2615769712140175,0.1802252816020025,0.27284105131414266,0.2490613266583229,0.016270337922403004,0.5344180225281602,0.02127659574468085,0.4292866082603254,9903.6,0.152
0.97,0.270985401459854,0.02281021897810219,0.01916058394160584,0.4698905109489051,0.02645985401459854,0.4333941605839416,0.020072992700729927,0.04562043795620438,0.04288321167883212,0.9032846715328468,8155.5,0.22399999
0.98,0.2607879924953096,0.00375234521575985,0.013133208255159477,0.4596622889305816,0.013133208255159477,0.4971857410881801,0.0075046904315197,0.02626641651031895,0.01125703564727955,0.9568480300187616,7904.62,0.08800000000000001
0.96,0.2484848484848485,0.010101010101010102,0.01818181818181818,0.41818181818181815,0.01818181818181818,0.496969696969697,0.026262626262626262,0.03636363636363636,0.03636363636363636,0.9151515151515152,8727.01,0.136
0.92,0.2224744608399546,0.030646992054483537,0.01021566401816118,0.4211123723041998,0.026106696935300797,0.4699205448354143,0.03291713961407492,0.03632236095346197,0.06356413166855845,0.8910329171396141,9370.86,0.214
0.94,0.2979942693409742,0.02865329512893983,0.1833810888252149,0.25787965616045844,0.1977077363896848,0.2979942693409742,0.025787965616045846,0.3810888252148997,0.05444126074498568,0.5558739255014327,9989.31,0.14800000000000002
0.95,0.1689497716894977,0.0091324200913242,0.0060882800608828,0.4550989345509893,0.0076103500761035,0.5022831050228309,0.0091324200913242,0.0136986301369863,0.0182648401826484,0.9573820395738204,9546.69,0.135
0.93,0.21595598349381015,0.07015130674002751,0.016506189821182942,0.3672627235213205,0.017881705639614855,0.4264099037138927,0.09353507565337002,0.0343878954607978,0.16368638239339753,0.7936726272352133,9850.56,0.158
0.93,0.17721518987341772,0.09282700421940927,0.010126582278481013,0.34430379746835443,0.010970464135021098,0.4210970464135021,0.10042194092827003,0.02109704641350211,0.19324894514767926,0.7654008438818566,9262.85,0.152
0.97,0.27344782034346105,0.02509907529722589,0.021136063408190225,0.4729194187582562,0.02774108322324967,0.4174372523117569,0.021136063408190225,0.0488771466314399,0.046235138705416116,0.8903566710700133,8858.54,0.10099999999999999
